This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.



The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."				
				
Gene	Specificity	Abs Score Sum	Score Sum	Score Ave
Prpf40b	8 out of 11	145.0172732	-145.0172732	-13.18338848
Aldh4a1	8 out of 11	145.0094861	-145.0094861	-13.18268055
Sirt1	9 out of 11	144.9585371	-144.9585371	-13.17804883
Ubn2	10 out of 11	144.7844594	-144.7844594	-13.16222358
Sbf2	9 out of 11	144.7806201	-144.7806201	-13.16187455
Col20a1	9 out of 11	144.7569175	-144.7569175	-13.15971977
Sestd1	10 out of 11	144.7382445	-144.7382445	-13.15802223
Tmem220	9 out of 11	144.7256181	-144.7256181	-13.15687438
Tsc22d1	9 out of 11	144.6535488	-144.6535488	-13.15032261
Tecpr1	7 out of 11	144.6430511	-144.6430511	-13.14936828
Vcl	10 out of 11	144.6064939	-144.6064939	-13.1460449
Ccdc126	10 out of 11	144.4580539	-144.4580539	-13.13255035
Otud7b	8 out of 11	144.439416	-144.439416	-13.130856
Cachd1	9 out of 11	144.3247376	-144.3247376	-13.12043069
9930021J03Rik	10 out of 11	144.2108316	-144.2108316	-13.1100756
Gpt2	8 out of 11	144.174909	-144.174909	-13.10680991
Rnf215	10 out of 11	144.1181168	-144.1181168	-13.10164698
Rora	8 out of 11	143.9729728	-143.9729728	-13.08845207
4931406C07Rik	10 out of 11	143.9704261	-143.9704261	-13.08822056
Atrnl1	10 out of 11	143.9330844	-143.9330844	-13.08482585
Slc5a6	9 out of 11	143.8779879	-143.8779879	-13.07981708
1700009P17Rik	8 out of 11	143.766051	-143.766051	-13.069641
Nipal1	8 out of 11	143.7437539	-143.7437539	-13.06761399
Zfp14	10 out of 11	143.7316064	-143.7316064	-13.06650967
Larp6	7 out of 11	143.5653379	-143.5653379	-13.05139435
Prss23	8 out of 11	143.4764398	-143.4764398	-13.04331271
Mia3	9 out of 11	143.4710374	-143.4710374	-13.04282158
4930538K18Rik	7 out of 11	143.4616096	-143.4616096	-13.04196451
Armc9	9 out of 11	143.4591143	-143.4591143	-13.04173767
Letm2	8 out of 11	143.4507573	-143.4507573	-13.04097794
Lrrfip2	10 out of 11	143.4178157	-143.4178157	-13.03798325
Ezh1	9 out of 11	143.3598759	-143.3598759	-13.03271599
Gprc5b	7 out of 11	143.3484306	-143.3484306	-13.03167551
D14Abb1e	10 out of 11	143.323192	-143.323192	-13.02938109
Epb4.1l2	10 out of 11	143.2902082	-143.2902082	-13.02638256
Syt5	7 out of 11	143.2821909	-143.2821909	-13.02565372
Osgin1	7 out of 11	143.1973686	-143.1973686	-13.0179426
Caskin2	9 out of 11	143.1190997	-143.1190997	-13.01082724
Zfp354a	9 out of 11	142.965273	-142.965273	-12.996843
Sike1	10 out of 11	142.8478209	-142.8478209	-12.98616553
Myo10	10 out of 11	142.7260589	-142.7260589	-12.97509627
Ppp2r5a	8 out of 11	142.7090967	-142.7090967	-12.97355425
Tagln	8 out of 11	142.6704839	-142.6704839	-12.97004399
9330188P03Rik	7 out of 11	142.6362132	-142.6362132	-12.96692847
Efhc1	8 out of 11	142.5433437	-142.5433437	-12.95848579
Nthl1	9 out of 11	142.4113797	-142.4113797	-12.94648906
Slc25a23	7 out of 11	142.3707949	-142.3707949	-12.94279953
Jup	8 out of 11	142.3584864	-142.3584864	-12.94168058
Pcmt1	9 out of 11	142.3177931	-142.3177931	-12.93798119
Fam65a	9 out of 11	142.2036065	-142.2036065	-12.92760059
Pmp22	8 out of 11	142.1637476	-142.1637476	-12.92397705
A_52_P1053544	9 out of 11	142.1503726	-142.1503726	-12.92276115
Mllt6	9 out of 11	142.1193865	-142.1193865	-12.91994423
1110018J18Rik	8 out of 11	142.0062006	-142.0062006	-12.9096546
Sft2d3	10 out of 11	141.9863904	-141.9863904	-12.90785368
Nol3	8 out of 11	141.959989	-141.959989	-12.90545354
2010300C02Rik	10 out of 11	141.8147764	-141.8147764	-12.8922524
Pxmp2	8 out of 11	141.803817	-141.803817	-12.89125609
Zfp2	9 out of 11	141.6164425	-141.6164425	-12.87422205
Ly6g6d	7 out of 11	141.590611	-141.590611	-12.87187373
Swt1	10 out of 11	141.5717774	-141.5717774	-12.87016158
433310	8 out of 11	141.5618347	-141.5618347	-12.8692577
Gm5622	7 out of 11	141.5550159	-141.5550159	-12.86863781
Sh3tc2	8 out of 11	141.3597337	-141.3597337	-12.85088488
Npr2	10 out of 11	274.2504203	-141.3315846	-12.84832587
Thsd1	8 out of 11	141.328484	-141.328484	-12.848044
Hyal3	9 out of 11	141.2954101	-141.2954101	-12.84503729
Zkscan4	8 out of 11	141.2856989	-141.2856989	-12.84415444
Arhgef26	9 out of 11	141.2690359	-141.2690359	-12.84263963
Qk	10 out of 11	160.4066307	-141.2462391	-12.84056719
Efcab6	7 out of 11	141.2363322	-141.2363322	-12.83966657
Ccdc13	8 out of 11	141.2251682	-141.2251682	-12.83865165
D930021H04Rik	9 out of 11	141.1282217	-141.1282217	-12.82983834
Krr1	10 out of 11	141.1101465	-141.1101465	-12.82819514
Carkd	10 out of 11	141.0969313	-141.0969313	-12.82699375
Gse1	9 out of 11	140.9949487	-140.9949487	-12.81772261
Arhgef10	10 out of 11	140.9109516	-140.9109516	-12.81008651
Exosc7	9 out of 11	140.8641731	-140.8641731	-12.80583392
AW209491	10 out of 11	140.8519876	-140.8519876	-12.80472614
A_52_P549754	8 out of 11	140.8072918	-140.8072918	-12.80066289
Ptplad1	8 out of 11	140.7731087	-140.7731087	-12.79755534
Klhl17	9 out of 11	140.704479	-140.704479	-12.79131627
Dopey2	9 out of 11	140.5043933	-140.5043933	-12.77312667
671029	9 out of 11	140.4991612	-140.4991612	-12.77265102
Pkd2	7 out of 11	140.475601	-140.475601	-12.77050919
Oat	10 out of 11	140.4326482	-140.4326482	-12.76660438
E330009J07Rik	9 out of 11	140.3556241	-140.3556241	-12.75960219
Fam57b	8 out of 11	140.2980339	-140.2980339	-12.75436672
Pdcd4	7 out of 11	140.2894959	-140.2894959	-12.75359054
Slain2	10 out of 11	140.2174345	-140.2174345	-12.7470395
Scd2	9 out of 11	140.17668	-140.17668	-12.74333454
D130051D11Rik	8 out of 11	140.1194544	-140.1194544	-12.73813222
Lrrc51	9 out of 11	140.1071871	-140.1071871	-12.73701701
Egflam	9 out of 11	140.0711448	-140.0711448	-12.73374044
Sox2	7 out of 11	140.038936	-140.038936	-12.73081236
Gcc2	10 out of 11	139.9499879	-139.9499879	-12.72272618
Dos	10 out of 11	139.899888	-139.899888	-12.71817163
Ugt1a6b	7 out of 11	139.8093558	-139.8093558	-12.70994144
Elf5	7 out of 11	139.791176	-139.791176	-12.70828872
Slc52a3	9 out of 11	139.7904689	-139.7904689	-12.70822445
Gfra1	7 out of 11	139.7899806	-139.7899806	-12.70818006
Svil	10 out of 11	139.7272351	-139.7272351	-12.70247592
Dip2c	8 out of 11	139.6945452	-139.6945452	-12.69950411
Rapgef4	7 out of 11	139.6453453	-139.6453453	-12.69503139
Pnma1	9 out of 11	139.6289657	-139.6289657	-12.69354234
1700094D03Rik	7 out of 11	139.6033783	-139.6033783	-12.69121621
Slc30a1	8 out of 11	139.3282455	-139.3282455	-12.66620413
Ppp2r2b	7 out of 11	139.305388	-139.305388	-12.66412618
Braf	10 out of 11	139.2756055	-139.2756055	-12.66141868
Bckdhb	9 out of 11	139.224006	-139.224006	-12.65672782
Phldb2	10 out of 11	139.2177839	-139.2177839	-12.65616217
Pcbp3	8 out of 11	139.1781596	-139.1781596	-12.65255996
Tbc1d8	8 out of 11	139.0366456	-139.0366456	-12.63969506
Pank1	8 out of 11	138.9632694	-138.9632694	-12.63302449
Sox5	8 out of 11	138.9256801	-138.9256801	-12.62960728
Cfhr2	7 out of 11	138.917561	-138.917561	-12.62886918
Ift43	9 out of 11	138.838312	-138.838312	-12.62166472
Nipal2	9 out of 11	138.8325626	-138.8325626	-12.62114206
Osbpl5	9 out of 11	138.8298047	-138.8298047	-12.62089133
Klhl13	7 out of 11	138.8232543	-138.8232543	-12.62029585
Crym	9 out of 11	138.7205813	-138.7205813	-12.61096194
Gspt1	9 out of 11	157.3933082	-138.6535213	-12.60486558
Ctdsp2	10 out of 11	138.5624355	-138.5624355	-12.59658504
Itpr2	10 out of 11	138.5476866	-138.5476866	-12.59524424
Traf3ip1	7 out of 11	138.4388592	-138.4388592	-12.58535084
Bcas1	7 out of 11	138.3292092	-138.3292092	-12.57538266
Tnk1	10 out of 11	138.2082483	-138.2082483	-12.56438621
AI464131	9 out of 11	138.1825196	-138.1825196	-12.56204723
Pdgfa	10 out of 11	138.1460485	-138.1460485	-12.55873168
Cacna2d1	8 out of 11	138.1335969	-138.1335969	-12.55759972
Mtap1b	9 out of 11	138.1050387	-138.1050387	-12.55500352
Me1	7 out of 11	137.9771685	-137.9771685	-12.54337895
Ankrd6	7 out of 11	137.9197993	-137.9197993	-12.53816357
AK049729	9 out of 11	137.811712	-137.811712	-12.52833745
Mll3	10 out of 11	137.6886741	-137.6886741	-12.51715219
Hnrnpul2	9 out of 11	137.6199497	-137.6199497	-12.51090452
Gpr126	9 out of 11	137.5894216	-137.5894216	-12.50812924
Tmem246	8 out of 11	137.5858662	-137.5858662	-12.50780602
Hsf4	7 out of 11	137.5796965	-137.5796965	-12.50724514
Nkx2-1	8 out of 11	137.5312475	-137.5312475	-12.50284068
Msrb2	8 out of 11	137.5037053	-137.5037053	-12.50033685
Sipa1l3	9 out of 11	137.424644	-137.424644	-12.49314946
Dtna	9 out of 11	137.3755668	-137.3755668	-12.48868789
Nkain4	9 out of 11	137.3604836	-137.3604836	-12.48731669
Lbx2	7 out of 11	137.3505526	-137.3505526	-12.48641388
Arglu1	10 out of 11	137.2974324	-137.2974324	-12.48158476
Znrf1	10 out of 11	179.2259002	-137.1161595	-12.46510541
Foxc1	9 out of 11	137.1074905	-137.1074905	-12.46431732
Slc31a1	8 out of 11	136.9173471	-136.9173471	-12.44703156
1110020A21Rik	10 out of 11	136.9123396	-136.9123396	-12.44657633
Mcart1	9 out of 11	136.8327608	-136.8327608	-12.43934189
Abcc9	9 out of 11	136.6461094	-136.6461094	-12.42237358
Tmem106b	10 out of 11	183.0060452	-136.5414601	-12.41286001
Pcyt2	9 out of 11	136.50452	-136.50452	-12.40950182
Ehbp1	9 out of 11	136.4122593	-136.4122593	-12.40111448
Atxn3	9 out of 11	136.331904	-136.331904	-12.39380946
Plekha5	10 out of 11	136.3059907	-136.3059907	-12.3914537
2310067E19Rik	10 out of 11	136.2811645	-136.2811645	-12.38919678
Stk36	8 out of 11	136.2385135	-136.2385135	-12.38531941
Fam164a	9 out of 11	136.0478187	-136.0478187	-12.36798352
A230056P14Rik	8 out of 11	136.0440883	-136.0440883	-12.36764439
Lefty1	8 out of 11	136.0039136	-136.0039136	-12.36399215
Stxbp4	9 out of 11	135.9468286	-135.9468286	-12.3588026
Gal	9 out of 11	135.8854873	-135.8854873	-12.35322612
Ociad2	9 out of 11	135.7817185	-135.7817185	-12.34379259
Lrrc58	10 out of 11	135.7097116	-135.7097116	-12.33724651
Nbr1	10 out of 11	135.6970423	-135.6970423	-12.33609476
329302	8 out of 11	135.6798153	-135.6798153	-12.33452866
Zfp383	8 out of 11	135.6278255	-135.6278255	-12.32980231
Lrch1	9 out of 11	135.6125733	-135.6125733	-12.32841576
BC024137	7 out of 11	135.5311687	-135.5311687	-12.32101534
Polr3gl	9 out of 11	135.5095369	-135.5095369	-12.31904881
Slc35a5	9 out of 11	135.4493212	-135.4493212	-12.31357466
Kif1c	9 out of 11	135.434764	-135.434764	-12.31225127
Fam81b	8 out of 11	135.4148089	-135.4148089	-12.31043717
Hexim1	9 out of 11	135.4144716	-135.4144716	-12.31040651
Ptch1	8 out of 11	135.3611375	-135.3611375	-12.30555795
Fbxl20	9 out of 11	135.2620083	-135.2620083	-12.29654621
Zmym5	9 out of 11	135.2243219	-135.2243219	-12.29312017
Fam154b	7 out of 11	135.1173315	-135.1173315	-12.28339377
Fads1	10 out of 11	135.0648059	-135.0648059	-12.27861871
Iqcb1	9 out of 11	135.0393556	-135.0393556	-12.27630505
Mll5	10 out of 11	134.9993818	-134.9993818	-12.27267108
Impact	10 out of 11	134.874761	-134.874761	-12.26134191
Itpr1	9 out of 11	134.7623951	-134.7623951	-12.25112683
Rere	8 out of 11	134.6174114	-134.6174114	-12.23794649
Abhd3	9 out of 11	134.5697957	-134.5697957	-12.23361779
Meig1	8 out of 11	134.535403	-134.535403	-12.23049118
Ssbp1	8 out of 11	134.5008041	-134.5008041	-12.22734582
Ktn1	10 out of 11	134.4509607	-134.4509607	-12.22281461
Setd7	10 out of 11	134.4359385	-134.4359385	-12.22144896
Tom1l2	8 out of 11	134.3935093	-134.3935093	-12.21759176
Foxf1	7 out of 11	134.306315	-134.306315	-12.209665
Trpc6	10 out of 11	134.2482014	-134.2482014	-12.20438195
Insig1	9 out of 11	134.2112642	-134.2112642	-12.20102402
Shroom1	8 out of 11	134.1190581	-134.1190581	-12.19264164
Zfp764	10 out of 11	134.0716075	-134.0716075	-12.18832795
Tspan1	7 out of 11	134.0644614	-134.0644614	-12.18767831
Zbtb39	9 out of 11	134.0466547	-134.0466547	-12.18605952
Zfp280d	10 out of 11	134.0277247	-134.0277247	-12.18433861
Stx17	9 out of 11	134.0205118	-134.0205118	-12.18368289
Spint2	8 out of 11	133.9259313	-133.9259313	-12.17508466
Slc35d3	7 out of 11	133.8411888	-133.8411888	-12.1673808
Tanc2	8 out of 11	133.8401516	-133.8401516	-12.16728651
Ephx4	8 out of 11	133.8327409	-133.8327409	-12.16661281
Pex13	9 out of 11	133.8024911	-133.8024911	-12.16386282
Arhgap23	9 out of 11	133.7756145	-133.7756145	-12.1614195
M77003	7 out of 11	133.6780319	-133.6780319	-12.15254836
Cul5	8 out of 11	153.7253784	-133.6638295	-12.15125723
Cecr2	9 out of 11	133.6435254	-133.6435254	-12.1494114
4732418C07Rik	10 out of 11	133.5463298	-133.5463298	-12.14057544
BC051019	8 out of 11	133.2760679	-133.2760679	-12.11600617
Zfp12	9 out of 11	133.2075341	-133.2075341	-12.10977583
Jmy	8 out of 11	133.1467198	-133.1467198	-12.10424725
6430573F11Rik	8 out of 11	133.09486	-133.09486	-12.09953273
Trp53bp2	9 out of 11	133.0788939	-133.0788939	-12.09808126
Map4k5	10 out of 11	133.0171818	-133.0171818	-12.09247107
Ppip5k1	8 out of 11	132.9888509	-132.9888509	-12.08989553
Myom3	7 out of 11	132.8625472	-132.8625472	-12.07841339
Paqr8	7 out of 11	132.8511366	-132.8511366	-12.07737605
Gpsm1	10 out of 11	132.8090279	-132.8090279	-12.07354799
Upk1b	7 out of 11	132.5091762	-132.5091762	-12.04628875
Asgr2	7 out of 11	132.4971046	-132.4971046	-12.04519132
Gnaz	7 out of 11	132.457905	-132.457905	-12.04162772
Hectd3	9 out of 11	132.4530189	-132.4530189	-12.04118353
Kifap3	10 out of 11	132.4413532	-132.4413532	-12.04012302
Zfp277	9 out of 11	132.4171491	-132.4171491	-12.03792265
Sept3	7 out of 11	132.4161092	-132.4161092	-12.03782811
C2cd2	9 out of 11	132.3744133	-132.3744133	-12.03403757
Mospd2	9 out of 11	132.3552161	-132.3552161	-12.03229237
Ccdc65	8 out of 11	132.343024	-132.343024	-12.031184
Tnfrsf19	7 out of 11	132.3261748	-132.3261748	-12.02965225
Fbxo10	10 out of 11	132.2326351	-132.2326351	-12.02114865
433175	8 out of 11	132.0286955	-132.0286955	-12.00260868
Foxn3	10 out of 11	131.9787295	-131.9787295	-11.99806632
Bri3	9 out of 11	131.921301	-131.921301	-11.99284554
Taz	9 out of 11	131.8454958	-131.8454958	-11.98595417
D730039F16Rik	7 out of 11	131.8147718	-131.8147718	-11.98316107
Wdpcp	9 out of 11	131.8050009	-131.8050009	-11.98227281
Fam109a	10 out of 11	131.7883096	-131.7883096	-11.98075542
Kctd14	8 out of 11	131.7773595	-131.7773595	-11.97975995
Gle1	10 out of 11	131.7272524	-131.7272524	-11.97520477
Plekhg5	8 out of 11	131.5663789	-131.5663789	-11.9605799
Gng8	7 out of 11	131.2959562	-131.2959562	-11.93599602
Plcb1	7 out of 11	131.2513012	-131.2513012	-11.93193647
Pecam1	7 out of 11	131.2126943	-131.2126943	-11.92842675
A_52_P49453	7 out of 11	131.1346216	-131.1346216	-11.92132924
Ttc9	9 out of 11	156.7214549	-131.0603609	-11.91457827
BI662359	9 out of 11	130.9764693	-130.9764693	-11.90695175
Iqsec1	8 out of 11	130.9748759	-130.9748759	-11.9068069
Plcg1	8 out of 11	130.9102928	-130.9102928	-11.90093571
Fam84a	9 out of 11	130.8244048	-130.8244048	-11.89312771
Tmod2	7 out of 11	130.685608	-130.685608	-11.88050981
Ift46	7 out of 11	130.6428951	-130.6428951	-11.87662682
Zmynd11	9 out of 11	130.6087491	-130.6087491	-11.87352264
Ppp4r1l-ps	10 out of 11	153.1310178	-130.5466935	-11.86788123
Akap8l	10 out of 11	130.4960963	-130.4960963	-11.86328148
A_52_P256421	9 out of 11	130.4842328	-130.4842328	-11.86220298
Tcta	9 out of 11	130.4104833	-130.4104833	-11.85549848
Magix	8 out of 11	130.4085081	-130.4085081	-11.85531891
Rtkn	9 out of 11	130.3556526	-130.3556526	-11.85051387
Gm5296	7 out of 11	130.3360791	-130.3360791	-11.84873446
Atg14	9 out of 11	130.1990579	-130.1990579	-11.83627799
Megf9	9 out of 11	130.1716536	-130.1716536	-11.83378669
2510003E04Rik	10 out of 11	130.1455915	-130.1455915	-11.83141741
Slc1a1	8 out of 11	130.1154532	-130.1154532	-11.82867756
Aldh3a1	7 out of 11	130.1034872	-130.1034872	-11.82758975
Tpd52l1	8 out of 11	130.0580054	-130.0580054	-11.82345503
Mccc1	9 out of 11	130.0422445	-130.0422445	-11.82202223
Foxo6	8 out of 11	129.9985544	-129.9985544	-11.8180504
Vmac	8 out of 11	129.9864806	-129.9864806	-11.81695278
Clpx	8 out of 11	129.9706109	-129.9706109	-11.81551008
Lmcd1	7 out of 11	129.9516364	-129.9516364	-11.81378512
Ccdc101	8 out of 11	129.9056417	-129.9056417	-11.80960379
Adam1a	8 out of 11	129.8333068	-129.8333068	-11.80302789
Armcx3	10 out of 11	129.8240225	-129.8240225	-11.80218386
Crbn	10 out of 11	129.7908751	-129.7908751	-11.79917046
2700097O09Rik	9 out of 11	129.7229518	-129.7229518	-11.79299562
Fsip1	7 out of 11	129.5575641	-129.5575641	-11.77796037
Lgals7	10 out of 11	206.0241909	-129.3462738	-11.75875216
Agrp	7 out of 11	129.3408392	-129.3408392	-11.75825811
Bphl	7 out of 11	129.3236645	-129.3236645	-11.75669677
Trove2	10 out of 11	129.2219259	-129.2219259	-11.74744781
Ube2h	7 out of 11	128.9432784	-128.9432784	-11.72211622
Dcdc2a	7 out of 11	128.8807666	-128.8807666	-11.71643333
Ppm1f	7 out of 11	128.8414049	-128.8414049	-11.71285499
Abcf3	9 out of 11	128.8134592	-128.8134592	-11.71031447
Ppm1k	8 out of 11	128.7565179	-128.7565179	-11.70513799
Arrb1	8 out of 11	128.7511708	-128.7511708	-11.70465189
Gpld1	9 out of 11	128.6004908	-128.6004908	-11.69095371
Dirc2	9 out of 11	128.557518	-128.557518	-11.68704709
Ddc	7 out of 11	128.5498071	-128.5498071	-11.6863461
Erbb2ip	9 out of 11	128.5167058	-128.5167058	-11.68333689
Arl3	9 out of 11	128.5115657	-128.5115657	-11.68286961
Tdrd3	10 out of 11	128.4647307	-128.4647307	-11.67861189
Orc4	9 out of 11	128.440595	-128.440595	-11.67641773
Prosapip1	9 out of 11	128.4002657	-128.4002657	-11.67275143
Bsdc1	8 out of 11	128.398267	-128.398267	-11.67256973
Zxda	10 out of 11	128.3293598	-128.3293598	-11.66630544
Tekt4	8 out of 11	128.2902557	-128.2902557	-11.66275052
Vasn	7 out of 11	128.2464734	-128.2464734	-11.65877031
Adamts5	8 out of 11	128.225926	-128.225926	-11.65690236
Slc25a3	7 out of 11	128.2010849	-128.2010849	-11.65464408
1810020D17Rik	10 out of 11	128.1222585	-128.1222585	-11.64747804
Vwa1	8 out of 11	128.0157309	-128.0157309	-11.63779371
Sun1	8 out of 11	127.9449262	-127.9449262	-11.63135693
Atrn	10 out of 11	127.9331801	-127.9331801	-11.6302891
Pcsk6	7 out of 11	127.8906058	-127.8906058	-11.62641871
BC030336	9 out of 11	127.8588715	-127.8588715	-11.62353377
Rnf25	8 out of 11	127.7595632	-127.7595632	-11.61450575
Gdi1	9 out of 11	127.6595052	-127.6595052	-11.60540956
Fdps	8 out of 11	127.567118	-127.567118	-11.59701073
Arhgap5	10 out of 11	127.5217748	-127.5217748	-11.59288862
Mm.333801	9 out of 11	127.4695265	-127.4695265	-11.58813877
Zmynd10	7 out of 11	127.4393782	-127.4393782	-11.58539802
Grhl2	8 out of 11	127.4117466	-127.4117466	-11.58288605
Spef2	8 out of 11	127.369497	-127.369497	-11.57904518
Plcb3	9 out of 11	127.3351793	-127.3351793	-11.57592539
Oxr1	10 out of 11	127.3156597	-127.3156597	-11.57415088
Ceacam2	7 out of 11	127.301557	-127.301557	-11.57286882
Kiss1	7 out of 11	127.2026301	-127.2026301	-11.56387547
Mm.261670	7 out of 11	127.0229146	-127.0229146	-11.54753769
Tymp	8 out of 11	126.9731436	-126.9731436	-11.54301306
Sdha	10 out of 11	126.8844473	-126.8844473	-11.53494975
Rgs12	8 out of 11	126.8494537	-126.8494537	-11.53176852
Tcf4	10 out of 11	126.7258412	-126.7258412	-11.52053102
Smyd3	7 out of 11	126.6203803	-126.6203803	-11.51094366
Arl4a	7 out of 11	126.5453036	-126.5453036	-11.50411851
A530020G20Rik	8 out of 11	126.5181744	-126.5181744	-11.50165222
Fchsd2	8 out of 11	126.5041328	-126.5041328	-11.50037571
Rptor	8 out of 11	151.0146326	-126.4071223	-11.49155658
Acot6	8 out of 11	126.3785528	-126.3785528	-11.48895935
Ctnnd1	8 out of 11	126.3067384	-126.3067384	-11.48243076
Zdhhc3	9 out of 11	126.1881091	-126.1881091	-11.47164628
Ttc30b	8 out of 11	126.0945024	-126.0945024	-11.46313658
Mga	10 out of 11	126.0599908	-126.0599908	-11.45999916
Tro	7 out of 11	126.0359265	-126.0359265	-11.4578115
Sec62	10 out of 11	125.8307594	-125.8307594	-11.43915994
Nfic	10 out of 11	125.7909695	-125.7909695	-11.43554268
Sall2	10 out of 11	125.7717734	-125.7717734	-11.43379758
Ocln	8 out of 11	125.768653	-125.768653	-11.43351391
Pfkm	8 out of 11	125.7658779	-125.7658779	-11.43326163
A_52_P221057	8 out of 11	125.6765257	-125.6765257	-11.4251387
Fam63a	9 out of 11	125.6110772	-125.6110772	-11.41918884
Ppp3ca	10 out of 11	125.6072199	-125.6072199	-11.41883817
2610002J23Rik	10 out of 11	125.5734851	-125.5734851	-11.41577137
Anks1	8 out of 11	125.5685326	-125.5685326	-11.41532115
Syngr1	8 out of 11	170.6056542	-125.4287454	-11.40261322
Tmbim1	9 out of 11	125.4000643	-125.4000643	-11.40000584
Ulk2	9 out of 11	125.3888429	-125.3888429	-11.39898572
Cab39l	9 out of 11	125.3683773	-125.3683773	-11.39712521
Agpat5	9 out of 11	172.5971306	-125.3198341	-11.39271219
5730403B10Rik	10 out of 11	167.4057655	-125.3083015	-11.39166377
Arsk	9 out of 11	125.306302	-125.306302	-11.391482
Fnbp1l	9 out of 11	125.2998584	-125.2998584	-11.39089622
A_52_P374383	8 out of 11	125.1022516	-125.1022516	-11.37293196
Arl15	7 out of 11	125.0932209	-125.0932209	-11.37211099
Zfp579	10 out of 11	125.0553462	-125.0553462	-11.36866784
Wwc2	8 out of 11	125.0367237	-125.0367237	-11.36697488
Pcdhgb4	8 out of 11	124.9988586	-124.9988586	-11.3635326
Pccb	9 out of 11	124.9639794	-124.9639794	-11.36036177
Ldhd	8 out of 11	124.8814208	-124.8814208	-11.35285644
Acap2	10 out of 11	124.8294836	-124.8294836	-11.34813488
Arhgap42	9 out of 11	124.7676549	-124.7676549	-11.34251408
