"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata."		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."""		
		
Gene	Specificity	Score Ave
Cpn1	10 out of 11	-24.93293183
Npr1	9 out of 11	-24.9303497
Arhgap31	10 out of 11	-24.90489142
Wdr63	9 out of 11	-24.85579742
Il17rd	10 out of 11	-24.84654287
Kctd8	10 out of 11	-24.83760906
Fry	10 out of 11	-24.82694864
Myo1b	10 out of 11	-24.80393093
Kif21a	10 out of 11	-24.80043771
Tmod1	10 out of 11	-24.78381839
Plagl1	10 out of 11	-24.77542236
Glb1l2	11 out of 11	-24.7353632
Lamp3	9 out of 11	-24.72123641
Reep6	8 out of 11	-24.71862477
Degs2	10 out of 11	-24.69245913
Kif26a	10 out of 11	-24.69096392
Ahr	10 out of 11	-24.68496763
Ccdc108	10 out of 11	-24.6767774
AK087708	10 out of 11	-24.61654071
4921507P07Rik	10 out of 11	-24.59647741
Ushbp1	7 out of 11	-24.59584772
Pcnx	10 out of 11	-24.57475476
Rtdr1	10 out of 11	-24.56826294
Ttll6	10 out of 11	-24.5654457
Fam47e	9 out of 11	-24.55846892
Aqp1	10 out of 11	-24.53143667
Myl9	10 out of 11	-24.52833866
Syne1	10 out of 11	-24.51889615
Smurf2	10 out of 11	-24.51528288
2210011C24Rik	8 out of 11	-24.50068038
Mtap7	10 out of 11	-24.48621614
Ctdspl	10 out of 11	-24.48574589
Cadm1	10 out of 11	-24.45306909
Macf1	10 out of 11	-24.44589384
Jak1	10 out of 11	-24.42329349
Ankrd33b	10 out of 11	-24.41581643
Arhgef12	10 out of 11	-24.38889869
Zbtb20	10 out of 11	-24.38461785
Tmem38a	10 out of 11	-24.38407905
6430548M08Rik	10 out of 11	-24.37752987
Gabarapl1	11 out of 11	-24.32447528
Kitl	10 out of 11	-24.30009919
Adcy9	10 out of 11	-24.27177416
4-Sep	10 out of 11	-24.27149576
Morn1	10 out of 11	-24.25987508
Tmem205	10 out of 11	-24.22895562
Zbtb10	10 out of 11	-24.20799704
Rgnef	10 out of 11	-24.19226967
Cx3cl1	10 out of 11	-24.18692887
Slc38a5	7 out of 11	-24.15472847
Gata2	9 out of 11	-24.14120911
Cyp2d12	8 out of 11	-24.12836802
Myo6	10 out of 11	-24.12834864
Ttc12	10 out of 11	-24.10304938
Per2	8 out of 11	-24.08225891
Grtp1	11 out of 11	-24.07418664
Car14	8 out of 11	-24.06845551
Clstn2	10 out of 11	-24.06598609
Ebf1	10 out of 11	-24.04927028
Gstm2	10 out of 11	-24.04672968
Erbb3	10 out of 11	-24.04255935
Mm.227768	7 out of 11	-24.02388619
Nrxn1	10 out of 11	-23.97571406
Ppap2a	11 out of 11	-23.96991667
Scn7a	9 out of 11	-23.94902074
Scn3a	8 out of 11	-23.93319873
Slc6a9	10 out of 11	-23.86023732
Cox7a1	7 out of 11	-23.84872066
Thsd4	10 out of 11	-23.84491401
Herpud1	10 out of 11	-23.84206362
Upk3b	9 out of 11	-23.79730221
2310021N16Rik	8 out of 11	-23.797193
Ppp1r14a	9 out of 11	-23.79650433
Adrb1	9 out of 11	-23.76165915
Prex2	9 out of 11	-23.73301215
Tmem159	10 out of 11	-23.71730875
Smarca2	9 out of 11	-23.6883437
Pfkfb2	10 out of 11	-23.68349339
9330101J02Rik	10 out of 11	-23.66385518
Vwa3b	10 out of 11	-23.62867332
Zmat4	8 out of 11	-23.62680684
Mettl20	11 out of 11	-23.59978421
Mm.387235	9 out of 11	-23.58551391
Lrrc26	9 out of 11	-23.55639308
1700008A04Rik	10 out of 11	-23.54473946
Specc1l	10 out of 11	-23.51717658
C1qtnf2	10 out of 11	-23.51521128
Tmem35	7 out of 11	-23.50665899
Ctsf	9 out of 11	-23.46692737
Rbbp6	10 out of 11	-23.43952298
Eppin	7 out of 11	-23.4385888
Sc5d	8 out of 11	-23.43554284
Fabp3	7 out of 11	-23.43524219
Cldn10	9 out of 11	-23.43345695
Bbs2	10 out of 11	-23.39810466
Vapb	10 out of 11	-23.38016196
Cyp39a1	10 out of 11	-23.37776033
Aplp2	10 out of 11	-23.35667042
Gpihbp1	9 out of 11	-23.33502333
Smoc1	7 out of 11	-23.33303762
9530010C24Rik	10 out of 11	-23.32072693
Lnx1	11 out of 11	-23.30866854
Slc22a23	10 out of 11	-23.28391607
Nov	10 out of 11	-23.28224722
Hfe	10 out of 11	-23.24707815
Cbs	9 out of 11	-23.22027114
Sfrs18	10 out of 11	-23.22013953
Aldh1a7	9 out of 11	-23.20739119
Mpped2	9 out of 11	-23.17605672
Kcnip4	10 out of 11	-23.17068293
Itga1	10 out of 11	-23.15996111
Mm.201493	10 out of 11	-23.15312684
Pdk1	10 out of 11	-23.13888774
Wif1	9 out of 11	-23.1258261
Nckap5	10 out of 11	-23.11526898
T2	10 out of 11	-23.11446627
Arhgap12	10 out of 11	-23.11080221
Flt1	10 out of 11	-23.09663468
Ces2g	10 out of 11	-23.07800895
Dmd	10 out of 11	-23.03947781
P4htm	10 out of 11	-23.01535188
Rbms3	10 out of 11	-22.9834318
Spry1	9 out of 11	-22.98156393
Ccdc153	10 out of 11	-22.98128841
Cux2	9 out of 11	-22.96570248
Ids	10 out of 11	-22.96184333
Slc15a2	7 out of 11	-22.93415601
Erg	10 out of 11	-22.92368012
Syde2	9 out of 11	-22.92280024
Lyz2	7 out of 11	-22.90776583
Fxr1	10 out of 11	-22.90691846
Ccdc37	10 out of 11	-22.90552101
Tceal6	11 out of 11	-22.90238372
Acbd4	10 out of 11	-22.89519237
Aff3	10 out of 11	-22.88982932
Otud1	10 out of 11	-22.84570064
Mm.65376	10 out of 11	-22.81382151
Ang	10 out of 11	-22.81316961
Sned1	10 out of 11	-22.80791374
Mid2	10 out of 11	-22.74534215
1700012B09Rik	9 out of 11	-22.72717323
1700019L03Rik	10 out of 11	-22.72208504
Meis2	10 out of 11	-22.71099664
Cdh5	9 out of 11	-22.69923912
Lrtm2	9 out of 11	-22.6871326
Ndufb2	11 out of 11	-22.66281629
Fzd4	9 out of 11	-22.65047078
Pink1	10 out of 11	-22.64637654
1110017D15Rik	10 out of 11	-22.62956937
Myo5c	9 out of 11	-22.62518221
Slc9a2	9 out of 11	-22.590735
Etl4	10 out of 11	-22.58777512
Mtus1	10 out of 11	-22.56324608
Ccdc81	9 out of 11	-22.54790515
Ang2	9 out of 11	-22.54330777
Ptk2	10 out of 11	-22.54117382
Gdf10	8 out of 11	-22.5275486
3300002A11Rik	9 out of 11	-22.4938595
Plce1	10 out of 11	-22.47096787
Lrrc17	9 out of 11	-22.46297568
Mlc1	9 out of 11	-22.4612039
Rusc2	10 out of 11	-22.44948276
Gstk1	10 out of 11	-22.4365489
Ehf	10 out of 11	-22.42489178
Tmem110	10 out of 11	-22.41289482
Slc23a2	10 out of 11	-22.39054735
A_52_P406449	9 out of 11	-22.36592433
Chst1	8 out of 11	-22.34081223
1700123K08Rik	10 out of 11	-22.33018024
Frmd6	10 out of 11	-22.31829495
Fam19a1	10 out of 11	-22.31604965
Agmo	10 out of 11	-22.30450018
Pla2r1	10 out of 11	-22.30318458
Sgpp2	9 out of 11	-22.2709755
Irx5	10 out of 11	-22.26552528
Sh3gl2	9 out of 11	-22.25861692
Appl2	10 out of 11	-22.22684793
Clec1a	7 out of 11	-22.20450703
Prkaa2	10 out of 11	-22.17134542
Utrn	10 out of 11	-22.16821014
Epb4.1l4b	10 out of 11	-22.16621314
Zswim5	8 out of 11	-22.13566875
Eif2c4	10 out of 11	-22.11723571
Ica1	10 out of 11	-22.11426231
Ramp1	9 out of 11	-22.10601129
Syt7	10 out of 11	-22.10329395
D930020B18Rik	9 out of 11	-22.10220871
Tmem212	8 out of 11	-22.09349799
Etv5	9 out of 11	-22.05641334
Sod1	10 out of 11	-22.04837645
9230110I02Rik	10 out of 11	-22.04370182
Ets2	10 out of 11	-22.03393221
Plekhh1	9 out of 11	-22.0334984
Slc16a7	10 out of 11	-22.01827303
Mm.236573	9 out of 11	-22.00910346
Ang3	9 out of 11	-21.96416338
Tusc5	9 out of 11	-21.94432381
Mid1ip1	9 out of 11	-21.89625926
4930579G22Rik	9 out of 11	-21.89391913
Xpnpep2	8 out of 11	-21.87593567
Fign	10 out of 11	-21.82431887
Notch3	9 out of 11	-21.80729514
Fam13c	10 out of 11	-21.80497354
A_52_P328621	10 out of 11	-21.79627335
Galntl4	10 out of 11	-21.77367873
Cckar	9 out of 11	-21.74848212
Ece1	10 out of 11	-21.72054659
Trappc9	10 out of 11	-21.71051739
Cdkl5	10 out of 11	-21.70557791
Rassf3	9 out of 11	-21.68376666
Khk	10 out of 11	-21.67967574
Dynlrb2	10 out of 11	-21.67388983
A_52_P342015	10 out of 11	-21.67140667
Slc35f3	8 out of 11	-21.64690354
Nrbp2	10 out of 11	-21.63592022
Cyp2j9	10 out of 11	-21.62070388
A_52_P700200	9 out of 11	-21.56133829
2210404J11Rik	10 out of 11	-21.5472997
Mm.136551	9 out of 11	-21.5466693
Cldn23	9 out of 11	-21.54005552
Ahnak	10 out of 11	-21.53418137
Pltp	7 out of 11	-21.51716667
2900026A02Rik	10 out of 11	-21.47562745
A_52_P670399	7 out of 11	-21.47419633
Sgcg	10 out of 11	-21.46218565
D030029J20Rik	10 out of 11	-21.453541
Spnb1	9 out of 11	-21.43525211
Tmem245	10 out of 11	-21.39867895
Kcnk2	9 out of 11	-21.39768764
Alox5	9 out of 11	-21.39529678
Negr1	9 out of 11	-21.392907
Bbox1	9 out of 11	-21.39198165
Tmem178	10 out of 11	-21.37284875
Hoxb5	9 out of 11	-21.37007118
Cdc42ep1	10 out of 11	-21.3678602
Glb1l3	8 out of 11	-21.36561028
Limch1	10 out of 11	-21.36307995
Rsph4a	9 out of 11	-21.33581947
Paip2	10 out of 11	-21.33158787
Rabac1	10 out of 11	-21.33003191
Dnahc11	10 out of 11	-21.31540087
5730416O20Rik	8 out of 11	-21.28849018
Acta2	8 out of 11	-21.27769736
Il11ra1	10 out of 11	-21.27564424
Sntn	9 out of 11	-21.21619367
Mgll	10 out of 11	-21.20379563
Tm4sf1	10 out of 11	-21.18991416
Bnipl	10 out of 11	-21.18369636
Fitm2	10 out of 11	-21.18203721
Mme	9 out of 11	-21.17712008
Tal1	10 out of 11	-21.15992172
Strbp	10 out of 11	-21.13706736
Socs2	10 out of 11	-21.13291105
Nipa1	9 out of 11	-21.12201194
Htr1b	9 out of 11	-21.10491656
Tie1	8 out of 11	-21.10235193
Abcd3	10 out of 11	-21.10214961
Rgma	9 out of 11	-21.08716392
Zdhhc1	10 out of 11	-21.07349771
Dnaja4	10 out of 11	-21.06144992
Tekt2	9 out of 11	-21.05037927
Bmp3	9 out of 11	-21.04391315
A730009E18Rik	9 out of 11	-21.03635193
Msi2	10 out of 11	-21.03385883
4930451C15Rik	9 out of 11	-21.02008823
Spata17	9 out of 11	-21.01246156
Prrg1	10 out of 11	-21.00049792
A_52_P613087	8 out of 11	-20.98415833
Sdf4	10 out of 11	-20.959966
Tekt1	10 out of 11	-20.95409474
Lass4	10 out of 11	-20.92840259
D10Bwg1070e	10 out of 11	-20.92030688
Hhatl	9 out of 11	-20.91528842
Cand1	10 out of 11	-20.90174431
Pitpnc1	9 out of 11	-20.86820715
Rdm1	9 out of 11	-20.84301746
Snrk	9 out of 11	-20.84029539
Pde4dip	10 out of 11	-20.83400675
Nbeal1	10 out of 11	-20.82844753
Siglec5	7 out of 11	-20.82602065
Fam84b	9 out of 11	-20.82591732
Cav1	9 out of 11	-20.81533838
Rgmb	10 out of 11	-20.81452746
Acss2	10 out of 11	-20.81408955
Slit3	10 out of 11	-20.81285576
A_52_P121978	10 out of 11	-20.78553634
Myo9a	10 out of 11	-20.78528345
Dnahc2	10 out of 11	-20.78477293
Mylk	10 out of 11	-20.77593917
9930014A18Rik	8 out of 11	-20.76539916
Dnahc12	10 out of 11	-20.74384826
A_52_P143357	9 out of 11	-20.69944571
Epb4.9	9 out of 11	-20.68766773
Fam120b	10 out of 11	-20.68099708
Gm14207	9 out of 11	-20.6201513
Insr	10 out of 11	-20.61116078
Mm.285569	10 out of 11	-20.58984536
Abca3	8 out of 11	-20.55300925
Ngef	9 out of 11	-20.54943836
Ppara	10 out of 11	-20.54676942
Ntn4	9 out of 11	-20.5423366
Usp2	8 out of 11	-20.49522069
Evpl	11 out of 11	-20.47839478
Endou	9 out of 11	-20.45849622
Wdr66	9 out of 11	-20.45733413
Kcnq1	8 out of 11	-20.44201637
Kazald1	8 out of 11	-20.4338855
Mm.384193	9 out of 11	-20.41866257
Atp2c2	9 out of 11	-20.39041351
Lgr6	8 out of 11	-20.37448261
Rasl12	8 out of 11	-20.33164846
Id3	10 out of 11	-20.30894653
E230008N13Rik	9 out of 11	-20.29290532
1700001C02Rik	8 out of 11	-20.28956799
Atp8a1	10 out of 11	-20.28651125
Rdh10	10 out of 11	-20.27444568
Mat2a	10 out of 11	-20.26994842
Adck3	9 out of 11	-20.22780021
Snx21	10 out of 11	-20.22683816
Eif4a2	9 out of 11	-20.2078997
Tbata	8 out of 11	-20.2009838
Nuak1	10 out of 11	-20.18026076
Gas6	10 out of 11	-20.17960707
Klf12	10 out of 11	-20.17670079
Ccny	10 out of 11	-20.16590612
Cyb5	10 out of 11	-20.16378463
Ankrd29	9 out of 11	-20.16215991
Angpt1	10 out of 11	-20.16117006
Rapgef5	10 out of 11	-20.14359712
Zfyve21	10 out of 11	-20.1435245
Itsn1	10 out of 11	-20.1416743
Rcan2	10 out of 11	-20.10208546
Tceal1	10 out of 11	-20.08351051
Arxes1	10 out of 11	-20.05643424
Kdsr	10 out of 11	-20.05065512
Psd3	10 out of 11	-20.04762174
Tcp11l2	10 out of 11	-20.04612667
Lyz1	9 out of 11	-20.03582486
Per3	8 out of 11	-20.01142714
Map1lc3a	8 out of 11	-20.00955868
Aspa	10 out of 11	-20.00940809
Dnahc9	9 out of 11	-19.99342442
2700089E24Rik	10 out of 11	-19.98515679
Kif13a	10 out of 11	-19.98505082
Scrn1	10 out of 11	-19.9786335
Klhl29	9 out of 11	-19.97149587
Zzz3	10 out of 11	-19.95712148
Brwd1	10 out of 11	-19.93735444
Slc2a12	10 out of 11	-19.93196499
Echdc2	10 out of 11	-19.93106416
Meis1	10 out of 11	-19.90080545
Igf2	9 out of 11	-19.8932598
Spna2	10 out of 11	-19.88408717
Acvr2b	9 out of 11	-19.88279319
Fam161b	10 out of 11	-19.82190928
Six1	8 out of 11	-19.81880422
Nap1l3	10 out of 11	-19.81643656
2810055G20Rik	10 out of 11	-19.81354341
Tceal3	10 out of 11	-19.71386183
Clic6	9 out of 11	-19.71304981
Robo4	10 out of 11	-19.71274722
Aph1c	9 out of 11	-19.69536455
Mm.239446	8 out of 11	-19.68426736
Dpp4	10 out of 11	-19.67290011
Pde3a	9 out of 11	-19.66082153
Mgat3	9 out of 11	-19.65056656
Smarcal1	10 out of 11	-19.63541989
Prkar2b	9 out of 11	-19.59133302
Cyp2s1	9 out of 11	-19.54726923
Tob1	10 out of 11	-19.54700567
Lmbrd1	10 out of 11	-19.54519226
Nbea	10 out of 11	-19.53096552
Prss8	9 out of 11	-19.5244048
Abra	9 out of 11	-19.50368076
Cr2	9 out of 11	-19.49344115
Rgs2	7 out of 11	-19.48219703
D630045J12Rik	10 out of 11	-19.46889509
Tlcd1	10 out of 11	-19.45064408
BE368005	9 out of 11	-19.44507548
Akap12	10 out of 11	-19.434009
8430431K14Rik	10 out of 11	-19.43379738
AK084405	9 out of 11	-19.41670648
Ttc18	9 out of 11	-19.41240731
Pcmtd2	9 out of 11	-19.40869232
Ccdc113	9 out of 11	-19.37903151
Atf5	9 out of 11	-19.37100893
6230424C14Rik	10 out of 11	-19.33015265
A_51_P172241	9 out of 11	-19.31453797
Cnr2	8 out of 11	-19.30646811
Micalcl	10 out of 11	-19.29659856
Gnptg	10 out of 11	-19.29149902
Klf7	10 out of 11	-19.28827003
Unc13b	9 out of 11	-19.28030169
9530039L23Rik	8 out of 11	-19.27947543
Ptprm	9 out of 11	-19.27362648
Pawr	10 out of 11	-19.24244433
Cd55	10 out of 11	-19.23896121
Sec63	10 out of 11	-19.23758532
Wdr52	10 out of 11	-19.23475364
A_52_P586391	9 out of 11	-19.21935942
Slco2b1	7 out of 11	-19.21085177
Adh7	7 out of 11	-19.19714343
Efcab2	9 out of 11	-19.19535487
Xpc	10 out of 11	-19.18575052
Bnip3l	10 out of 11	-19.18485835
Zxdc	10 out of 11	-19.17842627
Arhgap29	9 out of 11	-19.17204289
Adam3	10 out of 11	-19.17099212
A_52_P748402	9 out of 11	-19.14594001
Nav2	9 out of 11	-19.1305768
Clic5	10 out of 11	-19.1268757
4933409K07Rik	7 out of 11	-19.11421953
Bach2	9 out of 11	-19.1040867
Ccpg1	10 out of 11	-19.08884282
Dsp	10 out of 11	-19.07281718
Mecom	10 out of 11	-19.07246665
Fbxo7	10 out of 11	-19.04745324
2210020M01Rik	10 out of 11	-19.03921
Dock4	10 out of 11	-19.03068183
Sh3bgr	8 out of 11	-19.01184571
Gm20558	10 out of 11	-19.00604481
Enpp3	9 out of 11	-18.99199691
5830428M24Rik	8 out of 11	-18.98787366
Dennd5b	10 out of 11	-18.98722755
Dsg2	10 out of 11	-18.96858914
Jun	10 out of 11	-18.96613579
Cfh	10 out of 11	-18.95232568
Alcam	10 out of 11	-18.94505147
Esyt3	9 out of 11	-18.91803411
Hsd11b1	10 out of 11	-18.90893618
Col4a6	10 out of 11	-18.89434868
BC065397	9 out of 11	-18.89041467
A_52_P611557	9 out of 11	-18.88319993
Plp1	9 out of 11	-18.87296134
Pdk2	9 out of 11	-18.8664412
Myh14	9 out of 11	-18.86595734
Hopx	9 out of 11	-18.86082218
Mapk1ip1	10 out of 11	-18.84015335
Gm16880	10 out of 11	-18.82324241
Lpin2	9 out of 11	-18.81582956
Sash1	9 out of 11	-18.81079601
Dcxr	10 out of 11	-18.79408609
Spef1	10 out of 11	-18.77943234
Tmem44	10 out of 11	-18.75225601
Tle1	9 out of 11	-18.74646967
Hydin	9 out of 11	-18.74326633
Rb1cc1	10 out of 11	-18.73386279
AK044272	9 out of 11	-18.72558736
Sema6d	9 out of 11	-18.71863768
Pitpnm3	9 out of 11	-18.69999758
Tacc2	10 out of 11	-18.69650044
D7Ertd715e	9 out of 11	-18.67580191
Samd12	9 out of 11	-18.65489463
Cdkl2	10 out of 11	-18.6537658
Glis3	9 out of 11	-18.62629749
Eltd1	9 out of 11	-18.6260378
Hmbox1	10 out of 11	-18.62504627
Eml6	10 out of 11	-18.61660309
Neat1	9 out of 11	-18.60474193
Slc30a9	9 out of 11	-18.57391443
Malat1	9 out of 11	-18.5514531
Camta1	10 out of 11	-18.54517394
Ak8	9 out of 11	-18.54371039
Fcho2	10 out of 11	-18.54145629
Dpp6	7 out of 11	-18.53769797
Pnpla2	11 out of 11	-18.53640217
Slc6a15	8 out of 11	-18.52926291
Fank1	9 out of 11	-18.52513793
5330426P16Rik	8 out of 11	-18.51261056
Pard6g	10 out of 11	-18.50921398
1700003M02Rik	9 out of 11	-18.49225214
0610009L18Rik	10 out of 11	-18.49149328
Cldn3	10 out of 11	-18.47768543
5430402P08Rik	8 out of 11	-18.47685492
Arrdc3	10 out of 11	-18.46965158
Ephx2	7 out of 11	-18.46459572
Asph	10 out of 11	-18.45315224
Wwp1	10 out of 11	-18.44774623
Dnahc8	7 out of 11	-18.44503304
Mapre2	10 out of 11	-18.40249172
Hoxa3	10 out of 11	-18.39761372
Clpb	9 out of 11	-18.39071791
Pam	10 out of 11	-18.37836291
Atp6v0e2	10 out of 11	-18.37420658
Epor	8 out of 11	-18.34641862
9430020K01Rik	10 out of 11	-18.33481587
Mllt4	10 out of 11	-18.31867878
Kcnq5	10 out of 11	-18.31682334
Tcf21	7 out of 11	-18.30875722
C77370	10 out of 11	-18.30323299
Ddo	10 out of 11	-18.28779523
Gpx2	8 out of 11	-18.27356254
Endog	10 out of 11	-18.27256688
Rbfox3	8 out of 11	-18.26372157
Hspa12a	10 out of 11	-18.25229256
Rab11fip3	10 out of 11	-18.24817531
Kctd12b	10 out of 11	-18.219516
228712	10 out of 11	-18.21585073
LOC665756	10 out of 11	-18.20441133
C130079B09Rik	10 out of 11	-18.19717524
1110035H17Rik	10 out of 11	-18.18108675
Gjb6	7 out of 11	-18.1803244
Acsl1	10 out of 11	-18.17402695
Esr2	8 out of 11	-18.17361922
Gm16485	8 out of 11	-18.15940536
Fbxl16	10 out of 11	-18.15291704
Pgrmc1	10 out of 11	-18.15091709
Cyp2d10	8 out of 11	-18.12951854
Adcy4	8 out of 11	-18.12015125
Col8a2	9 out of 11	-18.08169671
C530008M17Rik	9 out of 11	-18.0723315
8430416G17Rik	10 out of 11	-18.06566909
Chrnb1	10 out of 11	-18.06197119
Ankrd12	9 out of 11	-18.0616071
Rsph10b2	10 out of 11	-18.04905656
Sec14l2	10 out of 11	-18.03413862
Odf3b	9 out of 11	-18.02563558
Nox4	10 out of 11	-17.99826811
Pvrl3	10 out of 11	-17.99332964
Jph1	7 out of 11	-17.98602642
Gm5148	10 out of 11	-17.98552551
A_52_P343293	8 out of 11	-17.98459932
Mpp5	10 out of 11	-17.97029981
Mcc	8 out of 11	-17.96939382
Pard3	10 out of 11	-17.96405396
Dab2ip	10 out of 11	-17.95424561
Dpp8	9 out of 11	-17.94571315
Pebp1	10 out of 11	-17.93087087
Fmo4	8 out of 11	-17.92446833
Ccbl1	10 out of 11	-17.90692104
Nebl	10 out of 11	-17.8949796
Il12a	9 out of 11	-17.89160361
2610019F03Rik	10 out of 11	-17.88728643
Slc26a9	8 out of 11	-17.85393836
Mustn1	10 out of 11	-17.85194974
Angptl2	7 out of 11	-17.84743154
Fam43a	8 out of 11	-17.84640629
AU021092	9 out of 11	-17.84149343
Dst	10 out of 11	-17.82337477
BC004015	7 out of 11	-17.82154981
Raver2	10 out of 11	-17.82048025
Lyzl4	9 out of 11	-17.8117258
Plcb4	9 out of 11	-17.80756
Phactr2	10 out of 11	-17.80561687
Swap70	9 out of 11	-17.80071735
Gtdc2	10 out of 11	-17.77572943
1700007K13Rik	8 out of 11	-17.77343836
Rab27b	8 out of 11	-17.7713196
C630043F03Rik	8 out of 11	-17.77078198
Cyp27a1	9 out of 11	-17.77064608
Klhdc8b	9 out of 11	-17.76762832
4930556M19Rik	9 out of 11	-17.75955827
Anp32a	9 out of 11	-17.7495782
Prkci	9 out of 11	-17.74195307
Ralgps2	9 out of 11	-17.73831644
Dpysl2	9 out of 11	-17.70695188
Mm.381624	9 out of 11	-17.70330761
BC020535	10 out of 11	-17.70115974
Dcdc5	9 out of 11	-17.69150723
Mm.386977	9 out of 11	-17.69008975
Lifr	10 out of 11	-17.68270455
Pygm	8 out of 11	-17.67578606
Tmem109	10 out of 11	-17.67495551
Mesp2	7 out of 11	-17.66718316
Prdm6	8 out of 11	-17.63558803
A_51_P114236	10 out of 11	-17.63402507
Rpl22	9 out of 11	-17.62564538
Mblac2	10 out of 11	-17.60484957
Park2	10 out of 11	-17.59923986
BC057022	8 out of 11	-17.57047331
Akap6	8 out of 11	-17.56862758
Enho	10 out of 11	-17.54867088
A430107O13Rik	9 out of 11	-17.53857844
Zeb1	10 out of 11	-17.53705591
Slc6a2	7 out of 11	-17.5318252
Hnrnph3	10 out of 11	-17.49832128
Ube2v2	10 out of 11	-17.49689711
Pm20d1	9 out of 11	-17.47908723
2310030G06Rik	10 out of 11	-17.46214881
2210408I21Rik	10 out of 11	-17.45986949
Acacb	9 out of 11	-17.45086431
Fbxl17	10 out of 11	-17.43820397
Ppfibp2	10 out of 11	-17.41707226
D3Ertd751e	9 out of 11	-17.39982861
Tjp1	10 out of 11	-17.39749603
ENSMUST00000097608	10 out of 11	-17.39481925
Fbxl13	9 out of 11	-17.38542621
Sbsn	7 out of 11	-17.37028936
Nfia	10 out of 11	-17.36277867
Slc7a4	10 out of 11	-17.36073187
Agap1	8 out of 11	-17.34554543
Ptrf	10 out of 11	-17.33966909
Rbbp7	10 out of 11	-17.32895857
Foxp1	9 out of 11	-17.320161
Serpinf1	9 out of 11	-17.30755138
Chka	10 out of 11	-17.29433485
Mm.270304	9 out of 11	-17.29112596
Nrxn2	9 out of 11	-17.28612463
Gne	9 out of 11	-17.25790714
Btbd3	10 out of 11	-17.24643534
Slc25a36	10 out of 11	-17.24534155
Ppp1r1a	8 out of 11	-17.24359093
Ick	10 out of 11	-17.24181879
Itih5	9 out of 11	-17.23783156
ND4	9 out of 11	-17.23236538
D130062J21Rik	8 out of 11	-17.22642288
Trpc1	10 out of 11	-17.21371094
Nr3c1	10 out of 11	-17.19089437
1600029D21Rik	8 out of 11	-17.18993155
Rnf141	10 out of 11	-17.16970692
Tex11	7 out of 11	-17.16664136
Tmeff1	9 out of 11	-17.15818747
Pih1d2	9 out of 11	-17.13860246
Rbpms	10 out of 11	-17.13784518
Fsd1l	10 out of 11	-17.10878232
Fgd5	9 out of 11	-17.10341469
Pgrmc2	9 out of 11	-17.0963023
Lrrc48	9 out of 11	-17.09525779
1810011O10Rik	9 out of 11	-17.06739643
Tbx1	8 out of 11	-17.05708984
Ccdc68	10 out of 11	-17.05463687
Pbx1	10 out of 11	-17.04628063
Trf	9 out of 11	-17.04281127
Egfl7	8 out of 11	-17.0426202
A_52_P411667	10 out of 11	-17.02993424
Chst15	8 out of 11	-17.00700124
Arap2	10 out of 11	-17.004928
Mm.374075	9 out of 11	-17.0038731
Ldb3	7 out of 11	-16.99605615
Enpp5	10 out of 11	-16.99191013
Ttpa	9 out of 11	-16.99135753
2210011G09Rik	10 out of 11	-16.98861208
Slc4a4	9 out of 11	-16.94323514
Zcchc14	10 out of 11	-16.93929546
B230120H23Rik	10 out of 11	-16.9240177
Arhgdig	9 out of 11	-16.91796469
Mm.445841	10 out of 11	-16.91360115
Dopey1	10 out of 11	-16.90389177
AK085108	9 out of 11	-16.88471785
Gstp1	10 out of 11	-16.87420708
Snx25	9 out of 11	-16.85715739
Rassf9	10 out of 11	-16.85544692
1700088E04Rik	9 out of 11	-16.83713173
Phactr1	10 out of 11	-16.831732
Tprgl	10 out of 11	-16.82843794
Lats2	10 out of 11	-16.82760194
Zfyve9	10 out of 11	-16.82655123
Gpr125	9 out of 11	-16.80637108
Jag1	10 out of 11	-16.80491903
Cldn5	7 out of 11	-16.79572011
Atp2a2	8 out of 11	-16.77839783
Scrn3	9 out of 11	-16.76962963
Ccdc150	10 out of 11	-16.75527428
Lypd2	7 out of 11	-16.74251209
Pde7b	9 out of 11	-16.72438757
Ccdc17	8 out of 11	-16.71030932
Abat	10 out of 11	-16.70521436
Cobl	9 out of 11	-16.70177817
Fam179a	10 out of 11	-16.69016114
Mm.368181	8 out of 11	-16.68662344
E430014L09Rik	8 out of 11	-16.68391486
Oaz2	10 out of 11	-16.68009505
Gabrp	7 out of 11	-16.67217045
Sdc2	9 out of 11	-16.66636297
Slc24a3	8 out of 11	-16.66347536
Timp2	10 out of 11	-16.65450385
Vamp2	8 out of 11	-16.64064189
Thnsl2	10 out of 11	-16.62883551
Unc45b	8 out of 11	-16.62024083
Csnk1e	10 out of 11	-16.61530344
Ptprg	8 out of 11	-16.61051149
