"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata."		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."""		
		
Gene	Specificity	Score Ave
Amph	7 out of 11	-16.60928144
Treml1	7 out of 11	-16.60833691
Ovol2	10 out of 11	-16.59602365
Fam82b	10 out of 11	-16.58878606
Wbscr27	9 out of 11	-16.58545362
Acrbp	8 out of 11	-16.58139989
Acad12	10 out of 11	-16.57966065
Akap11	10 out of 11	-16.57773092
Sfxn4	10 out of 11	-16.57019176
Gm11545	8 out of 11	-16.56617051
Cables1	10 out of 11	-16.56166133
Zfhx3	10 out of 11	-16.53945995
Zscan18	9 out of 11	-16.53739727
Fgf11	10 out of 11	-16.5298445
Map1lc3b	9 out of 11	-16.52323381
Fam92b	8 out of 11	-16.51733027
Perp	8 out of 11	-16.51282754
Abca8b	9 out of 11	-16.50862676
Nr2f2	10 out of 11	-16.49336632
Ing3	10 out of 11	-16.46742412
Crip2	10 out of 11	-16.46578982
Grasp	8 out of 11	-16.45990706
Tmem64	10 out of 11	-16.45805862
Dync1li2	10 out of 11	-16.45625175
Ccdc30	10 out of 11	-16.45070709
A_52_P30803	9 out of 11	-16.44985969
ENSMUSG00000071331	9 out of 11	-16.44230074
Ctnna1	10 out of 11	-16.43064742
Rapgefl1	9 out of 11	-16.42622707
Lrrc1	10 out of 11	-16.42047308
Calcoco1	8 out of 11	-16.42041338
Camkk1	9 out of 11	-16.40776431
Kcnmb4	9 out of 11	-16.40282887
Add3	9 out of 11	-16.39556077
Sox13	8 out of 11	-16.39115715
Pcdhb3	10 out of 11	-16.38625232
Amhr2	10 out of 11	-16.37632916
Ube2e2	9 out of 11	-16.35571654
Kif27	9 out of 11	-16.33071142
Nedd4	10 out of 11	-16.32725331
Mecp2	10 out of 11	-16.31643848
Fam117b	10 out of 11	-16.31328871
AK031552	8 out of 11	-16.30253902
9330159F19Rik	7 out of 11	-16.29242251
Phlpp1	9 out of 11	-16.28927938
Atp2a3	9 out of 11	-16.27573223
Rapgef3	9 out of 11	-16.27334119
Casz1	10 out of 11	-16.25585755
Ppp1r2	10 out of 11	-16.24442343
Fam135a	10 out of 11	-16.2380046
Kndc1	8 out of 11	-16.2232351
1810015C11Rik	9 out of 11	-16.22154453
Rassf8	10 out of 11	-16.22068408
Nfib	10 out of 11	-16.2116932
Aph1b	10 out of 11	-16.20137552
Ldb2	9 out of 11	-16.19519091
Tpcn1	10 out of 11	-16.18370139
E130308A19Rik	8 out of 11	-16.18360459
Mm.437274	8 out of 11	-16.17357975
Klhl8	8 out of 11	-16.15978669
Ikbkg	9 out of 11	-16.15948172
Txlng	10 out of 11	-16.14912741
A_52_P626329	8 out of 11	-16.12659811
Nhlrc1	9 out of 11	-16.11996914
Crip3	9 out of 11	-16.09723539
Neu2	9 out of 11	-16.08812973
Ctnnal1	10 out of 11	-16.08718755
AK045058	10 out of 11	-16.08387476
Irf6	9 out of 11	-16.0792473
Elfn1	7 out of 11	-16.06501104
Ccdc85b	9 out of 11	-16.05828209
A_52_P852754	9 out of 11	-16.05534052
Twsg1	10 out of 11	-16.04696451
Rrm2b	9 out of 11	-16.04557696
Tsr2	9 out of 11	-16.04397085
Cep70	9 out of 11	-16.03897986
Dppa5a	9 out of 11	-16.02717656
Glis2	9 out of 11	-16.02473323
Mdh1b	8 out of 11	-16.01374774
Slc44a3	9 out of 11	-16.0104042
Tbcel	10 out of 11	-15.98265955
Fzd7	9 out of 11	-15.97923766
Wdfy3	10 out of 11	-15.97270366
CYTB	8 out of 11	-15.96483412
Fbxo32	9 out of 11	-15.96384067
Pkp4	10 out of 11	-15.95872778
Myo1d	10 out of 11	-15.95791391
Magi1	10 out of 11	-15.95400316
Pdia2	8 out of 11	-15.95206829
Nkd1	9 out of 11	-15.94673217
Pcdhg@	10 out of 11	-15.9459196
St5	9 out of 11	-15.93098468
Mmaa	10 out of 11	-15.91998406
Trpm4	10 out of 11	-15.91964295
Ccdc146	10 out of 11	-15.91761924
Tmem42	10 out of 11	-15.911927
Gab1	10 out of 11	-15.90690424
Icam2	8 out of 11	-15.90454816
Prom2	7 out of 11	-15.90139131
2610015P09Rik	10 out of 11	-15.89860971
Ddx26b	10 out of 11	-15.88761989
D830014E11Rik	9 out of 11	-15.88391031
Hoxb2	9 out of 11	-15.84813596
Mm.446457	9 out of 11	-15.83817856
Grhl1	8 out of 11	-15.8100168
Asf1a	10 out of 11	-15.80693171
4833414E09Rik	10 out of 11	-15.79570119
Zbtb44	8 out of 11	-15.79309099
Gulp1	9 out of 11	-15.79287133
D230025D16Rik	9 out of 11	-15.79057034
Prkg1	9 out of 11	-15.7782906
Clk1	9 out of 11	-15.77772128
Purg	9 out of 11	-15.77492217
Cldn1	7 out of 11	-15.76625169
Gsta4	8 out of 11	-15.7576852
Rgs18	9 out of 11	-15.75229675
B330016D10Rik	10 out of 11	-15.75200237
Ddx5	10 out of 11	-15.74827224
Zfyve27	10 out of 11	-15.74112943
Osbpl1a	10 out of 11	-15.73983189
E130120C16Rik	9 out of 11	-15.73712496
Ankk1	8 out of 11	-15.73544101
Rhpn2	9 out of 11	-15.7279033
Plxnb1	8 out of 11	-15.72026674
Inpp5k	9 out of 11	-15.69484915
Meox1	8 out of 11	-15.69314414
Rprml	7 out of 11	-15.67436758
Gphn	10 out of 11	-15.67269051
Akap7	10 out of 11	-15.66810526
9130230L23Rik	9 out of 11	-15.66479564
Dram1	9 out of 11	-15.6564788
Acadm	10 out of 11	-15.65536507
1500026H17Rik	10 out of 11	-15.64898481
Pipox	8 out of 11	-15.64696528
Epb4.1l4a	10 out of 11	-15.62750051
Dvl1	9 out of 11	-15.61322691
Pdgfd	9 out of 11	-15.60956663
Alox12	7 out of 11	-15.60862017
Hmcn1	9 out of 11	-15.60187664
Tcn2	8 out of 11	-15.60032932
4932425I24Rik	9 out of 11	-15.59768737
Pgpep1l	9 out of 11	-15.59715042
Itm2b	9 out of 11	-15.58671876
Dnajb2	9 out of 11	-15.58203599
Gstt3	10 out of 11	-15.5659438
Ccdc135	9 out of 11	-15.56156439
Vamp4	10 out of 11	-15.55302127
Ankrd50	9 out of 11	-15.55172635
Nfat5	10 out of 11	-15.54450311
Tmem8	9 out of 11	-15.54405297
Rab3ip	10 out of 11	-15.54255132
Dnase2a	9 out of 11	-15.53997514
Sgce	10 out of 11	-15.53552548
Ppargc1a	9 out of 11	-15.50617383
Ift81	10 out of 11	-15.50265696
Eml1	10 out of 11	-15.49859184
Ptpn14	10 out of 11	-15.4983159
Rac3	8 out of 11	-15.49377991
Amotl2	9 out of 11	-15.46193166
Fam131a	10 out of 11	-15.45746056
Enkur	9 out of 11	-15.45173743
Nisch	10 out of 11	-15.44969698
Gm6212	9 out of 11	-15.43408388
Tead1	9 out of 11	-15.42815355
9030224M15Rik	8 out of 11	-15.40825777
Spag17	8 out of 11	-15.40423889
Mthfd1	9 out of 11	-15.39025189
2210016H18Rik	10 out of 11	-15.37592015
Tanc1	10 out of 11	-15.37026531
Tspan9	9 out of 11	-15.35010907
Cdc42bpa	9 out of 11	-15.33489269
Tsc2	10 out of 11	-15.33406403
Trim2	10 out of 11	-15.32937635
Acaca	9 out of 11	-15.32636678
Zfp608	8 out of 11	-15.32294086
Ubr1	10 out of 11	-15.31976134
Mm.381185	8 out of 11	-15.31159151
Ggcx	8 out of 11	-15.30952002
Ankrd40	10 out of 11	-15.30003429
Gap43	8 out of 11	-15.29259042
Gdpd1	10 out of 11	-15.29213764
1700007G11Rik	8 out of 11	-15.28506036
Pnck	9 out of 11	-15.27709363
Zfp30	9 out of 11	-15.27540094
Sipa1l2	8 out of 11	-15.26821197
Klf5	9 out of 11	-15.23790577
Cd24a	9 out of 11	-15.23007579
Slc45a4	8 out of 11	-15.21809885
B230303O12Rik	8 out of 11	-15.21261405
Dync2h1	10 out of 11	-15.21226099
Rtn2	9 out of 11	-15.19678326
Ahcyl2	8 out of 11	-15.19525783
Zkscan1	9 out of 11	-15.19324748
A_52_P597002	9 out of 11	-15.18883668
Sh3pxd2a	10 out of 11	-15.18582756
Radil	10 out of 11	-15.18333741
Kif1b	9 out of 11	-15.1724683
Adamts10	9 out of 11	-15.14588557
LOC545261	7 out of 11	-15.14444481
Tgfbr3	8 out of 11	-15.13942429
Mipol1	10 out of 11	-15.13668086
Slc25a33	8 out of 11	-15.13070859
Gabra3	8 out of 11	-15.12285997
Zfp826	9 out of 11	-15.11365458
Hes1	7 out of 11	-15.11103085
Fermt2	10 out of 11	-15.10488293
C230035I16Rik	8 out of 11	-15.09436723
Gata6	10 out of 11	-15.09254936
Epn2	9 out of 11	-15.09122942
Zfp319	8 out of 11	-15.08901712
Bhlhe41	7 out of 11	-15.08100069
Zfp318	7 out of 11	-15.08099879
A_52_P103319	9 out of 11	-15.07603838
Vit	7 out of 11	-15.06877495
Mm.336329	7 out of 11	-15.06746508
Asap2	10 out of 11	-15.04410103
Phf1	10 out of 11	-15.03875575
Evi5	10 out of 11	-15.03065362
Plch2	10 out of 11	-15.01985472
Slc48a1	10 out of 11	-15.01193935
Rbm24	8 out of 11	-15.00964865
Rbms1	10 out of 11	-15.005394
Ccdc92	10 out of 11	-14.9947173
Slc22a5	10 out of 11	-14.99243613
Phlda2	8 out of 11	-14.9896155
Nedd4l	10 out of 11	-14.97361021
Runx1t1	9 out of 11	-14.96698929
Slc24a4	10 out of 11	-14.96645236
Snx13	8 out of 11	-14.9527104
Dohh	9 out of 11	-14.93043208
1700026L06Rik	8 out of 11	-14.9173619
Bmf	8 out of 11	-14.90313201
Rhbdd2	10 out of 11	-14.89133628
Map4k2	7 out of 11	-14.88915
Lrig3	9 out of 11	-14.87168976
P2ry1	8 out of 11	-14.8504065
Pde4a	10 out of 11	-14.84813124
Trim62	9 out of 11	-14.83831223
Acaa2	9 out of 11	-14.83005353
Fyco1	10 out of 11	-14.82067437
E130012A19Rik	8 out of 11	-14.8184973
AK030462	10 out of 11	-14.81446886
Plac9	8 out of 11	-14.81242694
XM_908122	9 out of 11	-14.81094295
432607	8 out of 11	-14.81054229
1700020I14Rik	10 out of 11	-14.80935265
Yap1	10 out of 11	-14.80331728
D130043K22Rik	9 out of 11	-14.79547785
Pcp4	8 out of 11	-14.79214556
Zdhhc14	9 out of 11	-14.78955737
Colec10	7 out of 11	-14.75370627
Itgb1bp2	7 out of 11	-14.74268875
Cgnl1	10 out of 11	-14.72046451
Lin52	10 out of 11	-14.71644174
Ankzf1	10 out of 11	-14.71324656
Ppil6	8 out of 11	-14.7085189
Dach1	7 out of 11	-14.70773756
Card10	7 out of 11	-14.70496283
Sppl3	9 out of 11	-14.70398098
AI661453	9 out of 11	-14.68987276
A430108G06Rik	9 out of 11	-14.68211398
Rassf6	9 out of 11	-14.67847368
Stox1	9 out of 11	-14.6588554
2900056M20Rik	10 out of 11	-14.64455431
Slco2a1	9 out of 11	-14.63928625
H2-Ke6	9 out of 11	-14.63252865
Nol7	10 out of 11	-14.628209
Sqrdl	10 out of 11	-14.62763025
Plekhh2	10 out of 11	-14.62333528
Gmpr	10 out of 11	-14.60928651
Prrc2b	9 out of 11	-14.60235427
Hook3	10 out of 11	-14.59814006
Ascl1	9 out of 11	-14.59220438
Pcmtd1	10 out of 11	-14.59203844
Rasgrf1	8 out of 11	-14.59039198
Ablim2	9 out of 11	-14.57987527
Abhd4	10 out of 11	-14.57644586
Higd1a	10 out of 11	-14.57127823
Zfp667	9 out of 11	-14.57085237
9130014G24Rik	9 out of 11	-14.57030999
Kank2	9 out of 11	-14.56765869
Izumo4	9 out of 11	-14.55204228
Bahcc1	9 out of 11	-14.54999898
Orc3	10 out of 11	-14.54997331
D930017F01	10 out of 11	-14.54849548
Mut	10 out of 11	-14.53961512
Ppp2r3a	9 out of 11	-14.52087968
Snx33	9 out of 11	-14.51116182
4931408A02Rik	10 out of 11	-14.50562835
Plcxd3	8 out of 11	-14.50467884
Sh3rf1	10 out of 11	-14.50310228
Enpp2	8 out of 11	-14.50259901
Sgsm1	9 out of 11	-14.50187397
A_52_P390448	9 out of 11	-14.49550354
Zfp647	9 out of 11	-14.49211755
1700029J07Rik	9 out of 11	-14.47815515
Zfp148	9 out of 11	-14.47775612
Vegfb	10 out of 11	-14.47406587
Wwc1	9 out of 11	-14.47392714
Rdh5	9 out of 11	-14.4710614
Wnt2	8 out of 11	-14.45624017
Eno4	7 out of 11	-14.45061527
Tst	9 out of 11	-14.44263833
Mxi1	9 out of 11	-14.43668327
Ptpn13	10 out of 11	-14.43340843
Rassf7	10 out of 11	-14.43132433
Cabp2	7 out of 11	-14.43097268
AI854703	8 out of 11	-14.42604844
Pbld1	7 out of 11	-14.42338036
Adk	10 out of 11	-14.40818216
2810013P06Rik	9 out of 11	-14.39972226
Slc19a3	9 out of 11	-14.39104772
Gorasp1	10 out of 11	-14.39017722
Mapk8ip3	10 out of 11	-14.38985467
Slc12a2	10 out of 11	-14.38979553
ENSMUST00000038450	10 out of 11	-14.38811301
Tmem117	8 out of 11	-14.38161312
AK031320	10 out of 11	-14.37000145
Zranb1	9 out of 11	-14.36058329
D2Wsu81e	8 out of 11	-14.35938332
Nrp1	10 out of 11	-14.35351174
Pid1	10 out of 11	-14.34923688
Gm9856	8 out of 11	-14.34890197
Mfge8	10 out of 11	-14.34229815
Slc9a6	10 out of 11	-14.34030979
Paqr7	9 out of 11	-14.32886548
E130102H24Rik	9 out of 11	-14.32763004
2610001A08Rik	8 out of 11	-14.30695777
Tmem50b	10 out of 11	-14.30554016
Fam193b	9 out of 11	-14.29313919
Lrrc4c	9 out of 11	-14.29256294
Fgf10	9 out of 11	-14.28353824
Decr1	10 out of 11	-14.27881075
AK036030	8 out of 11	-14.27811275
Klhl21	9 out of 11	-14.27000439
1700027A23Rik	8 out of 11	-14.2604543
AI842136	10 out of 11	-14.25731548
Kcnq1ot1	10 out of 11	-14.25544947
4930562F07Rik	10 out of 11	-14.23279482
Myct1	7 out of 11	-14.21906315
Spry2	9 out of 11	-14.21095673
Nek11	9 out of 11	-14.2028442
Sertad2	10 out of 11	-14.19140069
Camsap2	10 out of 11	-14.18074562
Tcte1	8 out of 11	-14.16914446
A930001N09Rik	9 out of 11	-14.16782533
5430414B12Rik	9 out of 11	-14.15835688
Mtus2	7 out of 11	-14.15773507
Dpyd	8 out of 11	-14.15650417
Pdzk1ip1	7 out of 11	-14.1512295
Zfp354b	8 out of 11	-14.14981828
Eya1	8 out of 11	-14.144315
Nek1	10 out of 11	-14.13661217
4930402H24Rik	10 out of 11	-14.12929388
Ccdc74a	8 out of 11	-14.11666104
Ppp1r16b	9 out of 11	-14.1064335
Rilpl1	10 out of 11	-14.1025977
Hnmt	8 out of 11	-14.09499577
Cdk14	10 out of 11	-14.09430721
Cml3	8 out of 11	-14.0888439
Hspa4l	10 out of 11	-14.08850326
Pcca	10 out of 11	-14.07884812
Stard13	10 out of 11	-14.0660849
Lrrc71	10 out of 11	-14.06238881
Cdadc1	10 out of 11	-14.06210054
Baz2b	10 out of 11	-14.06139682
Rnf146	10 out of 11	-14.06105402
Phldb1	10 out of 11	-14.05928055
Ift172	10 out of 11	-14.05686732
BC028528	8 out of 11	-14.05088643
Slc1a5	9 out of 11	-14.03984222
ENSMUSG00000070689	9 out of 11	-14.03952105
Ntrk3	8 out of 11	-14.03934064
Rhebl1	8 out of 11	-14.03736998
Asb11	7 out of 11	-14.03315134
Mxra7	9 out of 11	-14.010704
Usp54	9 out of 11	-14.00467372
Gcap14	9 out of 11	-14.00197853
She	9 out of 11	-13.9899209
AK009443	9 out of 11	-13.98844556
Egln1	10 out of 11	-13.98612684
ENSMUSG00000043303	9 out of 11	-13.98497901
AU021034	7 out of 11	-13.97761694
Sybu	7 out of 11	-13.96838407
Emp2	7 out of 11	-13.96577784
Zfp266	9 out of 11	-13.96576933
Ivd	10 out of 11	-13.96058474
A_52_P98160	9 out of 11	-13.94107231
Ptprk	9 out of 11	-13.93824875
Cfl2	9 out of 11	-13.93550212
Dcaf8	10 out of 11	-13.92617185
Adarb1	8 out of 11	-13.92576453
Bace1	10 out of 11	-13.924009
Cd9	9 out of 11	-13.89865897
A_52_P302147	9 out of 11	-13.89824401
Fzd8	9 out of 11	-13.89504604
C1qtnf7	9 out of 11	-13.89444205
BC031353	8 out of 11	-13.8940026
Qser1	10 out of 11	-13.89306765
Dgkh	8 out of 11	-13.87724961
Smagp	7 out of 11	-13.87171653
Mlf1	10 out of 11	-13.86847431
Ccdc149	9 out of 11	-13.85677691
Ccdc176	7 out of 11	-13.85582496
Cyhr1	10 out of 11	-13.83451932
Rnf43	8 out of 11	-13.8086449
Clip1	9 out of 11	-13.80084726
App	10 out of 11	-13.79507927
Glul	8 out of 11	-13.79068407
Hs3st3b1	7 out of 11	-13.78352487
D4Wsu53e	8 out of 11	-13.78225836
Numb	10 out of 11	-13.77491664
Sepsecs	10 out of 11	-13.77265512
Ndst1	10 out of 11	-13.75255655
Btbd7	10 out of 11	-13.74803058
Tmem14a	9 out of 11	-13.7473909
Ccdc78	8 out of 11	-13.7350548
Vamp5	10 out of 11	-13.73093884
Rarg	8 out of 11	-13.72555685
2610203C22Rik	8 out of 11	-13.71713962
A430035B10Rik	8 out of 11	-13.71710905
Mertk	9 out of 11	-13.70978092
Tmem30b	8 out of 11	-13.70623042
Akap2	9 out of 11	-13.7015112
A_52_P634607	8 out of 11	-13.69520358
Efcab10	7 out of 11	-13.68144834
Fbxl7	10 out of 11	-13.67510988
A330021E22Rik	9 out of 11	-13.67079283
Mak	8 out of 11	-13.6682222
Magi2	8 out of 11	-13.65827811
Fhit	10 out of 11	-13.64684705
Eps15	10 out of 11	-13.63624018
Pnmt	8 out of 11	-13.63481931
Rbpms2	7 out of 11	-13.63035343
Ppp1r13b	7 out of 11	-13.6303092
Pdlim3	8 out of 11	-13.60620142
Rbbp9	10 out of 11	-13.59520675
Ppp1r12b	9 out of 11	-13.59296548
Lrrk2	8 out of 11	-13.5845325
Cxx1c	7 out of 11	-13.5843944
Ddx17	10 out of 11	-13.58025909
Spg20	9 out of 11	-13.56688487
Ttbk2	10 out of 11	-13.56261708
Ampd1	8 out of 11	-13.55491828
1190007F08Rik	8 out of 11	-13.55229554
Laptm4b	10 out of 11	-13.54258031
Fgf7	7 out of 11	-13.54026016
Tfpi	10 out of 11	-13.53777554
A_52_P528312	8 out of 11	-13.53348795
AI463229	10 out of 11	-13.4951362
Atp2c1	10 out of 11	-13.48942734
Zmym6	9 out of 11	-13.47438026
Tial1	10 out of 11	-13.46855057
Arhgap21	9 out of 11	-13.45926644
Cmbl	9 out of 11	-13.44359144
Csgalnact2	10 out of 11	-13.44215531
8030488J09Rik	7 out of 11	-13.43447493
Mm.406760	8 out of 11	-13.43425435
Fndc1	10 out of 11	-13.43282933
Gm4013	8 out of 11	-13.43151697
Stard10	8 out of 11	-13.41501996
Epm2aip1	10 out of 11	-13.41215763
Tepp	7 out of 11	-13.40497009
Csad	9 out of 11	-13.40164152
Nkain1	7 out of 11	-13.39376991
Nhsl1	9 out of 11	-13.37823941
Reps2	8 out of 11	-13.37788201
Ube2b	7 out of 11	-13.35556994
Uggt2	8 out of 11	-13.351996
Mgam	7 out of 11	-13.33435883
Bmp4	7 out of 11	-13.31726735
Agpat9	8 out of 11	-13.31211885
Ppm1b	10 out of 11	-13.30254763
Cpeb1	8 out of 11	-13.30145071
A930001A20Rik	7 out of 11	-13.29894326
Gm671	9 out of 11	-13.29841714
Mm.381490	8 out of 11	-13.29350724
Lrriq1	7 out of 11	-13.28217181
Igfbp5	7 out of 11	-13.28200084
Prmt2	8 out of 11	-13.2738689
Ptprf	9 out of 11	-13.27055209
Gstt1	8 out of 11	-13.26360011
Mm.52682	8 out of 11	-13.26091789
Cited2	8 out of 11	-13.25659208
Slc25a29	8 out of 11	-13.24795672
Aatk	9 out of 11	-13.24725152
Reep5	10 out of 11	-13.24275717
Nphp3	8 out of 11	-13.23586412
Fbxl3	10 out of 11	-13.2257008
Gm994	9 out of 11	-13.22433659
Lingo4	7 out of 11	-13.21723287
A_52_P325755	8 out of 11	-13.21434986
Trp73	9 out of 11	-13.21249114
Acox1	9 out of 11	-13.21185863
Pcdh19	8 out of 11	-13.20865206
Son	9 out of 11	-13.20564539
Ddx3x	10 out of 11	-13.20246395
Maml3	8 out of 11	-13.20193098
Sirt5	9 out of 11	-13.19507931
Eny2	10 out of 11	-13.19155806
Prpf40b	8 out of 11	-13.18338848
Aldh4a1	8 out of 11	-13.18268055
Sirt1	9 out of 11	-13.17804883
Ubn2	10 out of 11	-13.16222358
Sbf2	9 out of 11	-13.16187455
Col20a1	9 out of 11	-13.15971977
Sestd1	10 out of 11	-13.15802223
Tmem220	9 out of 11	-13.15687438
Tsc22d1	9 out of 11	-13.15032261
Tecpr1	7 out of 11	-13.14936828
Vcl	10 out of 11	-13.1460449
Ccdc126	10 out of 11	-13.13255035
Otud7b	8 out of 11	-13.130856
Cachd1	9 out of 11	-13.12043069
9930021J03Rik	10 out of 11	-13.1100756
Gpt2	8 out of 11	-13.10680991
Rnf215	10 out of 11	-13.10164698
Rora	8 out of 11	-13.08845207
4931406C07Rik	10 out of 11	-13.08822056
Atrnl1	10 out of 11	-13.08482585
Slc5a6	9 out of 11	-13.07981708
1700009P17Rik	8 out of 11	-13.069641
Nipal1	8 out of 11	-13.06761399
Zfp14	10 out of 11	-13.06650967
Larp6	7 out of 11	-13.05139435
Prss23	8 out of 11	-13.04331271
Mia3	9 out of 11	-13.04282158
4930538K18Rik	7 out of 11	-13.04196451
Armc9	9 out of 11	-13.04173767
Letm2	8 out of 11	-13.04097794
Lrrfip2	10 out of 11	-13.03798325
Ezh1	9 out of 11	-13.03271599
Gprc5b	7 out of 11	-13.03167551
D14Abb1e	10 out of 11	-13.02938109
Epb4.1l2	10 out of 11	-13.02638256
Syt5	7 out of 11	-13.02565372
Osgin1	7 out of 11	-13.0179426
Caskin2	9 out of 11	-13.01082724
Zfp354a	9 out of 11	-12.996843
Sike1	10 out of 11	-12.98616553
Myo10	10 out of 11	-12.97509627
Ppp2r5a	8 out of 11	-12.97355425
Tagln	8 out of 11	-12.97004399
9330188P03Rik	7 out of 11	-12.96692847
Efhc1	8 out of 11	-12.95848579
Nthl1	9 out of 11	-12.94648906
Slc25a23	7 out of 11	-12.94279953
Jup	8 out of 11	-12.94168058
Pcmt1	9 out of 11	-12.93798119
Fam65a	9 out of 11	-12.92760059
Pmp22	8 out of 11	-12.92397705
A_52_P1053544	9 out of 11	-12.92276115
Mllt6	9 out of 11	-12.91994423
1110018J18Rik	8 out of 11	-12.9096546
Sft2d3	10 out of 11	-12.90785368
Nol3	8 out of 11	-12.90545354
2010300C02Rik	10 out of 11	-12.8922524
Pxmp2	8 out of 11	-12.89125609
Zfp2	9 out of 11	-12.87422205
Ly6g6d	7 out of 11	-12.87187373
Swt1	10 out of 11	-12.87016158
433310	8 out of 11	-12.8692577
Gm5622	7 out of 11	-12.86863781
Sh3tc2	8 out of 11	-12.85088488
Npr2	10 out of 11	-12.84832587
Thsd1	8 out of 11	-12.848044
Hyal3	9 out of 11	-12.84503729
Zkscan4	8 out of 11	-12.84415444
Arhgef26	9 out of 11	-12.84263963
Qk	10 out of 11	-12.84056719
Efcab6	7 out of 11	-12.83966657
Ccdc13	8 out of 11	-12.83865165
D930021H04Rik	9 out of 11	-12.82983834
Krr1	10 out of 11	-12.82819514
Carkd	10 out of 11	-12.82699375
Gse1	9 out of 11	-12.81772261
Arhgef10	10 out of 11	-12.81008651
Exosc7	9 out of 11	-12.80583392
AW209491	10 out of 11	-12.80472614
A_52_P549754	8 out of 11	-12.80066289
Ptplad1	8 out of 11	-12.79755534
Klhl17	9 out of 11	-12.79131627
Dopey2	9 out of 11	-12.77312667
671029	9 out of 11	-12.77265102
Pkd2	7 out of 11	-12.77050919
Oat	10 out of 11	-12.76660438
E330009J07Rik	9 out of 11	-12.75960219
Fam57b	8 out of 11	-12.75436672
Pdcd4	7 out of 11	-12.75359054
Slain2	10 out of 11	-12.7470395
Scd2	9 out of 11	-12.74333454
D130051D11Rik	8 out of 11	-12.73813222
Lrrc51	9 out of 11	-12.73701701
Egflam	9 out of 11	-12.73374044
Sox2	7 out of 11	-12.73081236
Gcc2	10 out of 11	-12.72272618
Dos	10 out of 11	-12.71817163
Ugt1a6b	7 out of 11	-12.70994144
Elf5	7 out of 11	-12.70828872
Slc52a3	9 out of 11	-12.70822445
Gfra1	7 out of 11	-12.70818006
Svil	10 out of 11	-12.70247592
Dip2c	8 out of 11	-12.69950411
Rapgef4	7 out of 11	-12.69503139
Pnma1	9 out of 11	-12.69354234
1700094D03Rik	7 out of 11	-12.69121621
Slc30a1	8 out of 11	-12.66620413
Ppp2r2b	7 out of 11	-12.66412618
Braf	10 out of 11	-12.66141868
Bckdhb	9 out of 11	-12.65672782
Phldb2	10 out of 11	-12.65616217
Pcbp3	8 out of 11	-12.65255996
Tbc1d8	8 out of 11	-12.63969506
Pank1	8 out of 11	-12.63302449
Sox5	8 out of 11	-12.62960728
Cfhr2	7 out of 11	-12.62886918
Ift43	9 out of 11	-12.62166472
Nipal2	9 out of 11	-12.62114206
Osbpl5	9 out of 11	-12.62089133
Klhl13	7 out of 11	-12.62029585
Crym	9 out of 11	-12.61096194
Gspt1	9 out of 11	-12.60486558
Ctdsp2	10 out of 11	-12.59658504
Itpr2	10 out of 11	-12.59524424
Traf3ip1	7 out of 11	-12.58535084
Bcas1	7 out of 11	-12.57538266
Tnk1	10 out of 11	-12.56438621
AI464131	9 out of 11	-12.56204723
Pdgfa	10 out of 11	-12.55873168
Cacna2d1	8 out of 11	-12.55759972
Mtap1b	9 out of 11	-12.55500352
Me1	7 out of 11	-12.54337895
Ankrd6	7 out of 11	-12.53816357
AK049729	9 out of 11	-12.52833745
Mll3	10 out of 11	-12.51715219
Hnrnpul2	9 out of 11	-12.51090452
Gpr126	9 out of 11	-12.50812924
Tmem246	8 out of 11	-12.50780602
Hsf4	7 out of 11	-12.50724514
Nkx2-1	8 out of 11	-12.50284068
Msrb2	8 out of 11	-12.50033685
Sipa1l3	9 out of 11	-12.49314946
Dtna	9 out of 11	-12.48868789
Nkain4	9 out of 11	-12.48731669
Lbx2	7 out of 11	-12.48641388
Arglu1	10 out of 11	-12.48158476
Znrf1	10 out of 11	-12.46510541
Foxc1	9 out of 11	-12.46431732
Slc31a1	8 out of 11	-12.44703156
1110020A21Rik	10 out of 11	-12.44657633
Mcart1	9 out of 11	-12.43934189
Abcc9	9 out of 11	-12.42237358
Tmem106b	10 out of 11	-12.41286001
Pcyt2	9 out of 11	-12.40950182
Ehbp1	9 out of 11	-12.40111448
Atxn3	9 out of 11	-12.39380946
Plekha5	10 out of 11	-12.3914537
2310067E19Rik	10 out of 11	-12.38919678
Stk36	8 out of 11	-12.38531941
Fam164a	9 out of 11	-12.36798352
A230056P14Rik	8 out of 11	-12.36764439
Lefty1	8 out of 11	-12.36399215
Stxbp4	9 out of 11	-12.3588026
Gal	9 out of 11	-12.35322612
Ociad2	9 out of 11	-12.34379259
Lrrc58	10 out of 11	-12.33724651
Nbr1	10 out of 11	-12.33609476
329302	8 out of 11	-12.33452866
